d3mIndex,RegionName,ZoneName,WoredaName,dateTime,Malnutrition_total_Cases
7240,Oromia,Horo Gudru Wellega,Horro Buluk,8/1/18,0
7241,Oromia,Horo Gudru Wellega,Jarte Jardga,8/1/18,5
7242,Oromia,Horo Gudru Wellega,Jima Geneti,8/1/18,4
7243,Oromia,Horo Gudru Wellega,Jima Rare,8/1/18,1
7244,Oromia,Horo Gudru Wellega,Shambu Hospital,8/1/18,10
7245,Oromia,Horo Gudru Wellega,Shambu Town,8/1/18,0
7246,Oromia,Ilu Aba Bora,Ale,8/1/18,0
7247,Oromia,Ilu Aba Bora,Algesachi,8/1/18,4
7248,Oromia,Ilu Aba Bora,Becho,8/1/18,0
7249,Oromia,Ilu Aba Bora,Bilonopa,8/1/18,0
7250,Oromia,Ilu Aba Bora,Bure,8/1/18,0
7251,Oromia,Ilu Aba Bora,Darimu,8/1/18,2
7252,Oromia,Ilu Aba Bora,Didu,8/1/18,0
7253,Oromia,Ilu Aba Bora,Doreni,8/1/18,0
7254,Oromia,Ilu Aba Bora,Halu,8/1/18,1
7255,Oromia,Ilu Aba Bora,Hurumu,8/1/18,5
7256,Oromia,Ilu Aba Bora,Metu Rural,8/1/18,0
7257,Oromia,Ilu Aba Bora,Metu Town,8/1/18,5
7258,Oromia,Ilu Aba Bora,Nono Sele,8/1/18,0
7259,Oromia,Ilu Aba Bora,Yayu,8/1/18,0
7260,Oromia,Jimma,Agaro,8/1/18,4
7261,Oromia,Jimma,Agaro Hospital,8/1/18,2
7262,Oromia,Jimma,B/Tolyi,8/1/18,3
7263,Oromia,Jimma,Chora Boter,8/1/18,4
7264,Oromia,Jimma,Dedo,8/1/18,18
7265,Oromia,Jimma,Gera,8/1/18,3
7266,Oromia,Jimma,Gomma,8/1/18,10
7267,Oromia,Jimma,Guma,8/1/18,10
7268,Oromia,Jimma,Kersa,8/1/18,26
7269,Oromia,Jimma,Limu Hospital,8/1/18,4
7270,Oromia,Jimma,Limu Kosa,8/1/18,5
7271,Oromia,Jimma,Limu Seka,8/1/18,14
7272,Oromia,Jimma,Mana,8/1/18,11
7273,Oromia,Jimma,Mancho,8/1/18,34
7274,Oromia,Jimma,Nono Benja,8/1/18,7
7275,Oromia,Jimma,O/Beyam,8/1/18,27
7276,Oromia,Jimma,Omo Nada Hospital,8/1/18,16
7277,Oromia,Jimma,Omonada,8/1/18,32
7278,Oromia,Jimma,Seka Chekorsa,8/1/18,19
7279,Oromia,Jimma,Seka Chhokorsa Hospital,8/1/18,10
7280,Oromia,Jimma,Sekoru,8/1/18,22
7281,Oromia,Jimma,Setema,8/1/18,32
7282,Oromia,Jimma,Setema Hospital,8/1/18,3
7283,Oromia,Jimma,Shabe,8/1/18,23
7284,Oromia,Jimma,Sigmo,8/1/18,24
7285,Oromia,Jimma,Tiro Afeta,8/1/18,9
7286,Oromia,Jimma Spe Town,Jimma Spe Town,8/1/18,68
7287,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,8/1/18,0
7288,Oromia,Modjo town,Modjo town,8/1/18,3
7289,Oromia,Nekemte Town,Nekemte Town,8/1/18,7
7290,Oromia,North Shewa,Abichugna,8/1/18,6
7291,Oromia,North Shewa,Aleiltu,8/1/18,0
7292,Oromia,North Shewa,Debre Libanos,8/1/18,2
7293,Oromia,North Shewa,Degem,8/1/18,11
7294,Oromia,North Shewa,Dera,8/1/18,17
7295,Oromia,North Shewa,Dera hospital,8/1/18,5
7296,Oromia,North Shewa,Fiche Hospital,8/1/18,3
7297,Oromia,North Shewa,Fichetown,8/1/18,1
7298,Oromia,North Shewa,Girar Jarso,8/1/18,12
7299,Oromia,North Shewa,Hidabu Abote,8/1/18,0
7300,Oromia,North Shewa,Jido,8/1/18,4
7301,Oromia,North Shewa,Kimbibit,8/1/18,1
7302,Oromia,North Shewa,Kuyu,8/1/18,10
7303,Oromia,North Shewa,Kuyu Hospital,8/1/18,4
7304,Oromia,North Shewa,Were Jarso,8/1/18,8
7305,Oromia,North Shewa,Wuchale,8/1/18,15
7306,Oromia,North Shewa,Yaya Gulele,8/1/18,0
7307,Oromia,Qeleme Wellega,Anfilo,8/1/18,54
7308,Oromia,Qeleme Wellega,Dale Sedi,8/1/18,3
7309,Oromia,Qeleme Wellega,Dale Wabera,8/1/18,4
7310,Oromia,Qeleme Wellega,Dambi Dollo,8/1/18,0
7311,Oromia,Qeleme Wellega,Dambi Dolo Hospital,8/1/18,21
7312,Oromia,Qeleme Wellega,Gawo Qebe,8/1/18,31
7313,Oromia,Qeleme Wellega,Gidami,8/1/18,1
7314,Oromia,Qeleme Wellega,Hawa Gelan,8/1/18,16
7315,Oromia,Qeleme Wellega,Jimma Horo,8/1/18,1
7316,Oromia,Qeleme Wellega,Laloqile,8/1/18,10
7317,Oromia,Qeleme Wellega,Sedan Chanka,8/1/18,9
7318,Oromia,Qeleme Wellega,Seyo,8/1/18,0
7319,Oromia,Qeleme Wellega,Yemalogi Wolel,8/1/18,12
7320,Oromia,Robe town,Robe town,8/1/18,4
7321,Oromia,Sebeta Town,Sebeta Town,8/1/18,2
7322,Oromia,Shashamane Town,Shashamane Town,8/1/18,32
7323,Oromia,South West Shewa,Ameya,8/1/18,6
7324,Oromia,South West Shewa,Ameya Hospital,8/1/18,0
7325,Oromia,South West Shewa,Bantu  Hospital,8/1/18,1
7326,Oromia,South West Shewa,Becho,8/1/18,0
7327,Oromia,South West Shewa,Dawo,8/1/18,6
7328,Oromia,South West Shewa,Goro,8/1/18,2
7329,Oromia,South West Shewa,Ilu,8/1/18,0
7330,Oromia,South West Shewa,Kersana Malima,8/1/18,6
7331,Oromia,South West Shewa,Seden Sodo,8/1/18,8
7332,Oromia,South West Shewa,Sodo Dac'Ha,8/1/18,4
7333,Oromia,South West Shewa,St.Luke Hospital,8/1/18,11
7334,Oromia,South West Shewa,Tole,8/1/18,0
7335,Oromia,South West Shewa,Tulu Bolo Hospital,8/1/18,5
7336,Oromia,South West Shewa,Woliso Rural,8/1/18,1
7337,Oromia,South West Shewa,Wonchi,8/1/18,0
7338,Oromia,Sululta Town,Sululta Town,8/1/18,0
7339,Oromia,West Arsi,Adaba,8/1/18,8
7340,Oromia,West Arsi,Arsi Negele Rural,8/1/18,25
7341,Oromia,West Arsi,Arsi Negele Town,8/1/18,2
7342,Oromia,West Arsi,Bishan Guracha Town,8/1/18,2
7343,Oromia,West Arsi,Dodola  Hospital,8/1/18,3
7344,Oromia,West Arsi,Dodola Rural,8/1/18,3
7345,Oromia,West Arsi,Dodola Town,8/1/18,0
7346,Oromia,West Arsi,Gambo Hospital,8/1/18,8
7347,Oromia,West Arsi,Gedeb Asasa,8/1/18,12
7348,Oromia,West Arsi,Hebal Arsi,8/1/18,1
7349,Oromia,West Arsi,Kofele,8/1/18,3
7350,Oromia,West Arsi,Kokosa,8/1/18,9
7351,Oromia,West Arsi,Kokosa  Hospital,8/1/18,0
7352,Oromia,West Arsi,Kore,8/1/18,0
7353,Oromia,West Arsi,Loke Hada Hospital,8/1/18,3
7354,Oromia,West Arsi,Nensebo,8/1/18,10
7355,Oromia,West Arsi,Shala,8/1/18,172
7356,Oromia,West Arsi,Shashemene Rural,8/1/18,154
7357,Oromia,West Arsi,Siraro,8/1/18,275
7358,Oromia,West Arsi,Wondo,8/1/18,37
7359,Oromia,west Guji,Abaya,8/1/18,37
7360,Oromia,west Guji,Biebirsa kojowa,8/1/18,52
7361,Oromia,west Guji,Bule Hora,8/1/18,64
7362,Oromia,west Guji,Bule Hora hospital,8/1/18,0
7363,Oromia,west Guji,Bule Hora Toun,8/1/18,1
7364,Oromia,west Guji,Dugda Dawa,8/1/18,1
7365,Oromia,west Guji,Gelana,8/1/18,27
7366,Oromia,west Guji,Hanbala,8/1/18,20
7367,Oromia,west Guji,kercha,8/1/18,83
7368,Oromia,west Guji,Kercha hospital,8/1/18,48
7369,Oromia,west Guji,Mkelka Soda,8/1/18,57
7370,Oromia,west Guji,Suro barguda,8/1/18,4
7371,Oromia,West Hararge,Anchar,8/1/18,29
7372,Oromia,West Hararge,Bedesa Town,8/1/18,14
7373,Oromia,West Hararge,Boke,8/1/18,102
7374,Oromia,West Hararge,Burka Dimtu,8/1/18,50
7375,Oromia,West Hararge,Chiro Hospital,8/1/18,13
7376,Oromia,West Hararge,Chiro Town,8/1/18,15
7377,Oromia,West Hararge,Chiro Zuriya,8/1/18,150
7378,Oromia,West Hararge,Daro Lebu,8/1/18,67
7379,Oromia,West Hararge,Doba,8/1/18,94
7380,Oromia,West Hararge,Gelemso Hospital,8/1/18,17
7381,Oromia,West Hararge,Gemechis,8/1/18,65
7382,Oromia,West Hararge,Guba Qoricha,8/1/18,32
7383,Oromia,West Hararge,Habro,8/1/18,103
7384,Oromia,West Hararge,Hawi gudina,8/1/18,16
7385,Oromia,West Hararge,Meiso,8/1/18,64
7386,Oromia,West Hararge,Mesela,8/1/18,136
7387,Oromia,West Hararge,Oda Bultum,8/1/18,196
7388,Oromia,West Hararge,Tulo,8/1/18,70
7389,Oromia,West Hararge,West Harerge	Gumbi Bordede,8/1/18,62
7390,Oromia,West Shewa,Abuna Gindeberet,8/1/18,11
7391,Oromia,West Shewa,Adea Berga,8/1/18,7
7392,Oromia,West Shewa,Ambo,8/1/18,3
7393,Oromia,West Shewa,Ambo Hospital,8/1/18,11
7394,Oromia,West Shewa,Ambo University  Hosp,8/1/18,4
7395,Oromia,West Shewa,Bako Hospital,8/1/18,0
7396,Oromia,West Shewa,Bako Tibe,8/1/18,6
7397,Oromia,West Shewa,Chelia,8/1/18,2
7398,Oromia,West Shewa,Codi,8/1/18,25
7399,Oromia,West Shewa,Dano,8/1/18,6
7400,Oromia,West Shewa,Dendi,8/1/18,5
7401,Oromia,West Shewa,Ejerie,8/1/18,0
7402,Oromia,West Shewa,Ejersa Lafo,8/1/18,9
7403,Oromia,West Shewa,Elifata,8/1/18,6
7404,Oromia,West Shewa,Gedo Hospital,8/1/18,8
7405,Oromia,West Shewa,Ginde Beret,8/1/18,5
7406,Oromia,West Shewa,Gindeberet Hospital,8/1/18,2
7407,Oromia,West Shewa,Gojo Hospital,8/1/18,5
7408,Oromia,West Shewa,Guder Hosp,8/1/18,15
7409,Oromia,West Shewa,Ilu Galan,8/1/18,15
7410,Oromia,West Shewa,Inchini Hospital,8/1/18,4
7411,Oromia,West Shewa,Jeldu,8/1/18,0
7412,Oromia,West Shewa,Jibat,8/1/18,0
7413,Oromia,West Shewa,Liban Jawi,8/1/18,2
7414,Oromia,West Shewa,Meta Waliqite,8/1/18,1
7415,Oromia,West Shewa,Metarobi,8/1/18,20
7416,Oromia,West Shewa,Midakegni,8/1/18,3
7417,Oromia,West Shewa,Nono,8/1/18,0
7418,Oromia,West Shewa,Tibe Kutaye,8/1/18,1
7419,Oromia,West Shewa,Tikur Enchini,8/1/18,1
7420,Oromia,West Wellega,Ayira,8/1/18,0
7421,Oromia,West Wellega,Ayira Hospital,8/1/18,1
7422,Oromia,West Wellega,Babo Gembel,8/1/18,0
7423,Oromia,West Wellega,Begi,8/1/18,4
7424,Oromia,West Wellega,Begi hospital,8/1/18,2
7425,Oromia,West Wellega,Boji Cheqorsa,8/1/18,0
7426,Oromia,West Wellega,Boji Dermeji,8/1/18,0
7427,Oromia,West Wellega,Genji,8/1/18,1
7428,Oromia,West Wellega,Gimbi,8/1/18,0
7429,Oromia,West Wellega,Gimbi Adventist hospital,8/1/18,0
7430,Oromia,West Wellega,Gimbi public  Hospital,8/1/18,3
7431,Oromia,West Wellega,Gimbi Rural,8/1/18,2
7432,Oromia,West Wellega,Guliso,8/1/18,0
7433,Oromia,West Wellega,Haru,8/1/18,2
7434,Oromia,West Wellega,Homa,8/1/18,0
7435,Oromia,West Wellega,Jarso,8/1/18,0
7436,Oromia,West Wellega,Kundala,8/1/18,3
7437,Oromia,West Wellega,Lalo Asabi,8/1/18,0
7438,Oromia,West Wellega,Lata Sibu,8/1/18,0
7439,Oromia,West Wellega,Mendi Hospital,8/1/18,1
7440,Oromia,West Wellega,Mendi Town,8/1/18,0
7441,Oromia,West Wellega,Mene Sibu,8/1/18,0
7442,Oromia,West Wellega,Nejo Hospital,8/1/18,5
7443,Oromia,West Wellega,Nejo Rural,8/1/18,0
7444,Oromia,West Wellega,Nejo Town,8/1/18,0
7445,Oromia,West Wellega,Nole Kaba,8/1/18,0
7446,Oromia,West Wellega,Qiltu Kara,8/1/18,0
7447,Oromia,West Wellega,Seyo Nole,8/1/18,0
7448,Oromia,West Wellega,Yubdo,8/1/18,0
7449,Oromia,Woliso town,Woliso town,8/1/18,2
7450,Oromia,Adama Special Town,Adama Town,9/1/18,26
7451,Oromia,Ambo town,Ambo town,9/1/18,0
7452,Oromia,Arsi,Amigna,9/1/18,9
7453,Oromia,Arsi,Aseko,9/1/18,37
7454,Oromia,Arsi,Bale Gesgara,9/1/18,26
7455,Oromia,Arsi,Bekoji Town,9/1/18,1
7456,Oromia,Arsi,Chole,9/1/18,12
7457,Oromia,Arsi,Deksis,9/1/18,4
7458,Oromia,Arsi,Digeluna Tijo,9/1/18,11
7459,Oromia,Arsi,Dodota,9/1/18,10
7460,Oromia,Arsi,Enkelo Wabe,9/1/18,5
7461,Oromia,Arsi,Gololcha,9/1/18,21
7462,Oromia,Arsi,Guna,9/1/18,8
7463,Oromia,Arsi,Hitosa,9/1/18,4
7464,Oromia,Arsi,Jeju,9/1/18,33
7465,Oromia,Arsi,Limuna Bilbilo,9/1/18,4
7466,Oromia,Arsi,Ludehetosa,9/1/18,20
7467,Oromia,Arsi,Merti,9/1/18,13
7468,Oromia,Arsi,Munesa,9/1/18,9
7469,Oromia,Arsi,Robe,9/1/18,54
7470,Oromia,Arsi,Seru,9/1/18,5
7471,Oromia,Arsi,Shenan kolu,9/1/18,51
7472,Oromia,Arsi,Shirka,9/1/18,19
7473,Oromia,Arsi,Sire,9/1/18,3
7474,Oromia,Arsi,Sude,9/1/18,3
7475,Oromia,Arsi,Tena,9/1/18,6
7476,Oromia,Arsi,Tiyo,9/1/18,9
7477,Oromia,Arsi,Zeway Dugda,9/1/18,74
7478,Oromia,Assela Town,Assela Town,9/1/18,0
7479,Oromia,Bale,Agarfa,9/1/18,7
7480,Oromia,Bale,Arena Buluq,9/1/18,116
7481,Oromia,Bale,Berbere,9/1/18,126
7482,Oromia,Bale,Dawe Qachen,9/1/18,9
7483,Oromia,Bale,Dawe Serar,9/1/18,30
7484,Oromia,Bale,Delo Mena,9/1/18,121
7485,Oromia,Bale,Dinsho,9/1/18,2
7486,Oromia,Bale,Gasera,9/1/18,5
7487,Oromia,Bale,Ginir,9/1/18,52
7488,Oromia,Bale,Ginir Town,9/1/18,21
7489,Oromia,Bale,Goba,9/1/18,14
7490,Oromia,Bale,Goba Town,9/1/18,28
7491,Oromia,Bale,Gololcha,9/1/18,17
7492,Oromia,Bale,Goro,9/1/18,68
7493,Oromia,Bale,Gura Dhamole,9/1/18,16
7494,Oromia,Bale,Legehida,9/1/18,44
7495,Oromia,Bale,Meda Welabu,9/1/18,63
7496,Oromia,Bale,Raitu,9/1/18,23
7497,Oromia,Bale,Seweyna,9/1/18,70
7498,Oromia,Bale,Sinana,9/1/18,13
7499,Oromia,Bishoftu Town,Bishoftu Town,9/1/18,0
7500,Oromia,Borena,Arero,9/1/18,4
7501,Oromia,Borena,Dhas,9/1/18,1
7502,Oromia,Borena,Dilo,9/1/18,0
7503,Oromia,Borena,Dire,9/1/18,5
7504,Oromia,Borena,Dubluk,9/1/18,3
7505,Oromia,Borena,El way,9/1/18,3
7506,Oromia,Borena,Gomole,9/1/18,0
7507,Oromia,Borena,Guchi,9/1/18,0
7508,Oromia,Borena,Meyo,9/1/18,1
7509,Oromia,Borena,Moyale,9/1/18,13
7510,Oromia,Borena,Moyale Hospital,9/1/18,0
7511,Oromia,Borena,Teltele,9/1/18,0
7512,Oromia,Borena,Wachile,9/1/18,8
7513,Oromia,Borena,Yabelo,9/1/18,0
7514,Oromia,Borena,Yabelo Hospital,9/1/18,3
7515,Oromia,Borena,Yabelo Rural,9/1/18,1
7516,Oromia,Buno Bedele,Bedele Hospital,9/1/18,4
7517,Oromia,Buno Bedele,Bedele Town,9/1/18,0
7518,Oromia,Buno Bedele,Bedele Zuriya,9/1/18,2
7519,Oromia,Buno Bedele,Boricha,9/1/18,10
7520,Oromia,Buno Bedele,Chewaqa,9/1/18,9
7521,Oromia,Buno Bedele,Chora,9/1/18,0
7522,Oromia,Buno Bedele,Dapho Hana,9/1/18,0
7523,Oromia,Buno Bedele,Dedesa,9/1/18,0
7524,Oromia,Buno Bedele,Diga,9/1/18,0
7525,Oromia,Buno Bedele,Gechi,9/1/18,2
7526,Oromia,Buno Bedele,Meko,9/1/18,1
7527,Oromia,Burayu Town,Burayu Town,9/1/18,0
7528,Oromia,Dukem Town,Dukem Town,9/1/18,6
7529,Oromia,East Hararge,Aweday Town,9/1/18,21
7530,Oromia,East Hararge,Babile,9/1/18,5
7531,Oromia,East Hararge,Babile Woreda,9/1/18,32
7532,Oromia,East Hararge,Bedeno,9/1/18,168
7533,Oromia,East Hararge,Bisidimo Hospital,9/1/18,34
7534,Oromia,East Hararge,Chelenko Hospital,9/1/18,2
7535,Oromia,East Hararge,Chinakesen,9/1/18,124
7536,Oromia,East Hararge,Deder,9/1/18,55
7537,Oromia,East Hararge,Deder Hospital,9/1/18,8
7538,Oromia,East Hararge,Deder Town,9/1/18,12
7539,Oromia,East Hararge,Fedis,9/1/18,193
7540,Oromia,East Hararge,Garemuleta Hospital,9/1/18,27
7541,Oromia,East Hararge,Girawa,9/1/18,157
7542,Oromia,East Hararge,Gole Oda,9/1/18,57
7543,Oromia,East Hararge,Goro Gutu,9/1/18,55
7544,Oromia,East Hararge,Goro Muti,9/1/18,7
7545,Oromia,East Hararge,Gursum,9/1/18,167
7546,Oromia,East Hararge,Haromaya Hospital,9/1/18,47
7547,Oromia,East Hararge,Haromaya Rural,9/1/18,90
7548,Oromia,East Hararge,Haromaya Town,9/1/18,6
7549,Oromia,East Hararge,Jarso,9/1/18,61
7550,Oromia,East Hararge,Kersa EH,9/1/18,56
7551,Oromia,East Hararge,Kombolicha,9/1/18,10
7552,Oromia,East Hararge,Kumbi,9/1/18,22
7553,Oromia,East Hararge,Kurfa Chele,9/1/18,14
7554,Oromia,East Hararge,Melka Belo,9/1/18,79
7555,Oromia,East Hararge,Meta,9/1/18,56
7556,Oromia,East Hararge,Meyu Muleke,9/1/18,72
7557,Oromia,East Hararge,Midega Tole,9/1/18,149
7558,Oromia,East Shewa,Adama,9/1/18,16
7559,Oromia,East Shewa,Adami Tulu Jido Kombolcha,9/1/18,105
7560,Oromia,East Shewa,Adea,9/1/18,8
7561,Oromia,East Shewa,Batu,9/1/18,26
7562,Oromia,East Shewa,Bora,9/1/18,17
7563,Oromia,East Shewa,Boset,9/1/18,34
7564,Oromia,East Shewa,Dugda,9/1/18,56
7565,Oromia,East Shewa,Fentale,9/1/18,9
7566,Oromia,East Shewa,Gimbichu,9/1/18,0
7567,Oromia,East Shewa,Liben,9/1/18,4
7568,Oromia,East Shewa,Lomme,9/1/18,2
7569,Oromia,East Shewa,Matahara,9/1/18,2
7570,Oromia,East Shewa,Olanciti Hospital,9/1/18,6
7571,Oromia,East Wellega,Boneya Bushe,9/1/18,0
7572,Oromia,East Wellega,Diga,9/1/18,3
7573,Oromia,East Wellega,Ebantu,9/1/18,0
7574,Oromia,East Wellega,Gida Ayana,9/1/18,13
7575,Oromia,East Wellega,Gobu Seyo,9/1/18,2
7576,Oromia,East Wellega,Gudeyabila,9/1/18,5
7577,Oromia,East Wellega,Guto Gida,9/1/18,0
7578,Oromia,East Wellega,Haro Limu,9/1/18,0
7579,Oromia,East Wellega,Jimma Arjo,9/1/18,4
7580,Oromia,East Wellega,Kiremu,9/1/18,3
7581,Oromia,East Wellega,Leqa Dulecha,9/1/18,4
7582,Oromia,East Wellega,Limu,9/1/18,0
7583,Oromia,East Wellega,Nunu Qumba,9/1/18,0
7584,Oromia,East Wellega,Sasiga,9/1/18,0
7585,Oromia,East Wellega,Sibu Sire,9/1/18,0
7586,Oromia,East Wellega,Wama Hagelo,9/1/18,2
7587,Oromia,East Wellega,Wayu Tuqa,9/1/18,0
7588,Oromia,Finfine Zuria,Akaki,9/1/18,0
7589,Oromia,Finfine Zuria,Berreh,9/1/18,1
7590,Oromia,Finfine Zuria,Mullo,9/1/18,1
7591,Oromia,Finfine Zuria,Sandefa,9/1/18,1
7592,Oromia,Finfine Zuria,Sebeta Awas,9/1/18,6
7593,Oromia,Finfine Zuria,Sululta Town,9/1/18,4
7594,Oromia,Finfine Zuria,Walmera,9/1/18,0
7595,Oromia,Gelan Town,Gelan Town,9/1/18,0
7596,Oromia,Guji,Adola Hospital,9/1/18,18
7597,Oromia,Guji,Adola Reda,9/1/18,24
7598,Oromia,Guji,Adola Town,9/1/18,7
7599,Oromia,Guji,Aga Wayyu,9/1/18,0
7600,Oromia,Guji,Anna Sora,9/1/18,19
7601,Oromia,Guji,Bore,9/1/18,3
7602,Oromia,Guji,Bore Hospital,9/1/18,0
7603,Oromia,Guji,Dima,9/1/18,8
7604,Oromia,Guji,Girja,9/1/18,13
7605,Oromia,Guji,Goro Dola,9/1/18,10
7606,Oromia,Guji,Gumi Eldallo,9/1/18,10
7607,Oromia,Guji,Hambela Wamena,9/1/18,76
7608,Oromia,Guji,Liben,9/1/18,42
7609,Oromia,Guji,Negele Hospital,9/1/18,6
7610,Oromia,Guji,Negele Town,9/1/18,1
7611,Oromia,Guji,Odo Shakiso,9/1/18,2
7612,Oromia,Guji,Saba Boru,9/1/18,13
7613,Oromia,Guji,Shakiso town,9/1/18,1
7614,Oromia,Guji,Uraga,9/1/18,5
7615,Oromia,Guji,Wadara,9/1/18,31
7616,Oromia,Holeta town,Holeta town,9/1/18,0
7617,Oromia,Horo Gudru Wellega,Abay Chomen,9/1/18,3
7618,Oromia,Horo Gudru Wellega,Abe Dengoro,9/1/18,3
7619,Oromia,Horo Gudru Wellega,Amuru,9/1/18,8
7620,Oromia,Horo Gudru Wellega,Chomen Guduru,9/1/18,0
7621,Oromia,Horo Gudru Wellega,Gudru,9/1/18,1
7622,Oromia,Horo Gudru Wellega,Hababo Guduru,9/1/18,0
7623,Oromia,Horo Gudru Wellega,Horo,9/1/18,0
7624,Oromia,Horo Gudru Wellega,Horro Buluk,9/1/18,0
7625,Oromia,Horo Gudru Wellega,Jarte Jardga,9/1/18,4
7626,Oromia,Horo Gudru Wellega,Jima Geneti,9/1/18,1
7627,Oromia,Horo Gudru Wellega,Jima Rare,9/1/18,2
7628,Oromia,Horo Gudru Wellega,Shambu Hospital,9/1/18,12
7629,Oromia,Horo Gudru Wellega,Shambu Town,9/1/18,0
7630,Oromia,Ilu Aba Bora,Ale,9/1/18,0
7631,Oromia,Ilu Aba Bora,Algesachi,9/1/18,0
7632,Oromia,Ilu Aba Bora,Becho,9/1/18,0
7633,Oromia,Ilu Aba Bora,Bilonopa,9/1/18,0
7634,Oromia,Ilu Aba Bora,Bure,9/1/18,0
7635,Oromia,Ilu Aba Bora,Darimu,9/1/18,4
7636,Oromia,Ilu Aba Bora,Didu,9/1/18,2
7637,Oromia,Ilu Aba Bora,Doreni,9/1/18,0
7638,Oromia,Ilu Aba Bora,Halu,9/1/18,0
7639,Oromia,Ilu Aba Bora,Hurumu,9/1/18,0
7640,Oromia,Ilu Aba Bora,Metu Rural,9/1/18,0
7641,Oromia,Ilu Aba Bora,Metu Town,9/1/18,4
7642,Oromia,Ilu Aba Bora,Nono Sele,9/1/18,0
7643,Oromia,Ilu Aba Bora,Yayu,9/1/18,0
7644,Oromia,Jimma,Agaro,9/1/18,11
7645,Oromia,Jimma,Agaro Hospital,9/1/18,14
7646,Oromia,Jimma,B/Tolyi,9/1/18,12
7647,Oromia,Jimma,Chora Boter,9/1/18,3
7648,Oromia,Jimma,Dedo,9/1/18,23
7649,Oromia,Jimma,Gera,9/1/18,4
7650,Oromia,Jimma,Gomma,9/1/18,15
7651,Oromia,Jimma,Guma,9/1/18,14
7652,Oromia,Jimma,Kersa,9/1/18,24
7653,Oromia,Jimma,Limu Hospital,9/1/18,12
7654,Oromia,Jimma,Limu Kosa,9/1/18,7
7655,Oromia,Jimma,Limu Seka,9/1/18,18
7656,Oromia,Jimma,Mana,9/1/18,6
7657,Oromia,Jimma,Mancho,9/1/18,39
7658,Oromia,Jimma,Nono Benja,9/1/18,7
7659,Oromia,Jimma,O/Beyam,9/1/18,35
7660,Oromia,Jimma,Omo Nada Hospital,9/1/18,17
7661,Oromia,Jimma,Omonada,9/1/18,40
7662,Oromia,Jimma,Seka Chekorsa,9/1/18,18
7663,Oromia,Jimma,Seka Chhokorsa Hospital,9/1/18,16
7664,Oromia,Jimma,Sekoru,9/1/18,15
7665,Oromia,Jimma,Setema,9/1/18,34
7666,Oromia,Jimma,Setema Hospital,9/1/18,7
7667,Oromia,Jimma,Shabe,9/1/18,16
7668,Oromia,Jimma,Sigmo,9/1/18,32
7669,Oromia,Jimma,Tiro Afeta,9/1/18,14
7670,Oromia,Jimma Spe Town,Jimma Spe Town,9/1/18,28
7671,Oromia,Lege Dadi Lege Tafo Town,Lege Dadi Lege Tafo Town,9/1/18,0
7672,Oromia,Modjo town,Modjo town,9/1/18,0
7673,Oromia,Nekemte Town,Nekemte Town,9/1/18,8
7674,Oromia,North Shewa,Abichugna,9/1/18,4
7675,Oromia,North Shewa,Aleiltu,9/1/18,2
7676,Oromia,North Shewa,Debre Libanos,9/1/18,4
7677,Oromia,North Shewa,Degem,9/1/18,7
7678,Oromia,North Shewa,Dera,9/1/18,40
7679,Oromia,North Shewa,Dera hospital,9/1/18,0
7680,Oromia,North Shewa,Fiche Hospital,9/1/18,2
7681,Oromia,North Shewa,Fichetown,9/1/18,2
7682,Oromia,North Shewa,Girar Jarso,9/1/18,7
7683,Oromia,North Shewa,Hidabu Abote,9/1/18,0
7684,Oromia,North Shewa,Jido,9/1/18,8
7685,Oromia,North Shewa,Kimbibit,9/1/18,1
7686,Oromia,North Shewa,Kuyu,9/1/18,5
7687,Oromia,North Shewa,Kuyu Hospital,9/1/18,7
7688,Oromia,North Shewa,Were Jarso,9/1/18,7
7689,Oromia,North Shewa,Wuchale,9/1/18,10
7690,Oromia,North Shewa,Yaya Gulele,9/1/18,0
7691,Oromia,Qeleme Wellega,Anfilo,9/1/18,29
7692,Oromia,Qeleme Wellega,Dale Sedi,9/1/18,6
7693,Oromia,Qeleme Wellega,Dale Wabera,9/1/18,3
7694,Oromia,Qeleme Wellega,Dambi Dollo,9/1/18,0
7695,Oromia,Qeleme Wellega,Dambi Dolo Hospital,9/1/18,40
7696,Oromia,Qeleme Wellega,Gawo Qebe,9/1/18,32
7697,Oromia,Qeleme Wellega,Gidami,9/1/18,0
7698,Oromia,Qeleme Wellega,Hawa Gelan,9/1/18,44
7699,Oromia,Qeleme Wellega,Jimma Horo,9/1/18,0
7700,Oromia,Qeleme Wellega,Laloqile,9/1/18,12
7701,Oromia,Qeleme Wellega,Sedan Chanka,9/1/18,8
7702,Oromia,Qeleme Wellega,Seyo,9/1/18,0
7703,Oromia,Qeleme Wellega,Yemalogi Wolel,9/1/18,13
7704,Oromia,Robe town,Robe town,9/1/18,5
7705,Oromia,Sebeta Town,Sebeta Town,9/1/18,2
7706,Oromia,Shashamane Town,Shashamane Town,9/1/18,29
7707,Oromia,South West Shewa,Ameya,9/1/18,9
7708,Oromia,South West Shewa,Ameya Hospital,9/1/18,4
7709,Oromia,South West Shewa,Bantu  Hospital,9/1/18,3
7710,Oromia,South West Shewa,Becho,9/1/18,0
7711,Oromia,South West Shewa,Dawo,9/1/18,0
